2023/02/16 18:07:23.448 [I] [controller.go:218]  [{2023-02-13 16:53:00 +0800 CST map[description:description rule_id:1 summary:summary] 2023-02-13 16:53:00 +0800 CST map[app:goods-storage-project] 2023-02-13 16:54:00 +0800 CST 2023-02-13 16:54:00 +0800 CST 2 2023-02-15 23:00:00 +0800 CST 1}]
2023/02/17 17:24:48.713 [I] [controller.go:218]  [{2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:24:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:27:48.691615382 +0800 CST 1} {2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:24:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:27:48.691615382 +0800 CST 1}]

2023/02/17 17:26:03.739 [I] [controller.go:218]  [{2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:26:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:29:03.691615382 +0800 CST 1} {2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:26:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:29:03.691615382 +0800 CST 1}]

2023/02/17 17:27:18.728 [I] [controller.go:218]  [{2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:27:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:30:18.691615382 +0800 CST 1} {2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:27:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:30:18.691615382 +0800 CST 1}]

2023/02/17 17:28:33.719 [I] [controller.go:218]  [{2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:28:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:31:33.691615382 +0800 CST 1} {2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:28:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:31:33.691615382 +0800 CST 1}]

2023/02/17 17:29:48.711 [I] [controller.go:218]  [{2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:29:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:32:48.691615382 +0800 CST 1} {2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:29:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:32:48.691615382 +0800 CST 1}]

2023/02/17 17:31:03.722 [I] [controller.go:218]  [{2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:31:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:34:03.691615382 +0800 CST 1} {2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:31:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:34:03.691615382 +0800 CST 1}]

2023/02/17 17:32:18.713 [I] [controller.go:218]  [{2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:32:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:35:18.691615382 +0800 CST 1} {2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:32:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:35:18.691615382 +0800 CST 1}]

2023/02/17 17:33:33.717 [I] [controller.go:218]  [{2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:33:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:36:33.691615382 +0800 CST 1} {2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:33:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:36:33.691615382 +0800 CST 1}]

2023/02/17 17:34:48.747 [I] [controller.go:218]  [{2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:34:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:37:48.691615382 +0800 CST 1} {2023-02-17 17:24:18.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:24:48.691615382 +0800 CST map[alertname:7 host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:34:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:37:48.691615382 +0800 CST 1}]

2023/02/17 17:35:33.728 [I] [controller.go:218]  [{2023-02-17 17:35:03.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:35:33.691615382 +0800 CST map[host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:35:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:38:33.691615382 +0800 CST 1} {2023-02-17 17:35:03.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:35:33.691615382 +0800 CST map[host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:35:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:38:33.691615382 +0800 CST 1}]

2023/02/17 17:37:03.717 [I] [controller.go:218]  [{2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:37:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:40:03.691615382 +0800 CST 1} {2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:37:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:40:03.691615382 +0800 CST 1}]

2023/02/17 17:38:18.723 [I] [controller.go:218]  [{2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:38:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:41:18.691615382 +0800 CST 1} {2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:38:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:41:18.691615382 +0800 CST 1}]

2023/02/17 17:39:33.733 [I] [controller.go:218]  [{2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:39:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:42:33.691615382 +0800 CST 1} {2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:39:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:42:33.691615382 +0800 CST 1}]

2023/02/17 17:40:48.731 [I] [controller.go:218]  [{2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:40:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:43:48.691615382 +0800 CST 1} {2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:40:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:43:48.691615382 +0800 CST 1}]

2023/02/17 17:42:03.729 [I] [controller.go:218]  [{2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:42:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:45:03.691615382 +0800 CST 1} {2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:42:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:45:03.691615382 +0800 CST 1}]

2023/02/17 17:43:18.720 [I] [controller.go:218]  [{2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:43:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:46:18.691615382 +0800 CST 1} {2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:43:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:46:18.691615382 +0800 CST 1}]

2023/02/17 17:44:33.734 [I] [controller.go:218]  [{2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:44:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:47:33.691615382 +0800 CST 1} {2023-02-17 17:36:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:37:03.691615382 +0800 CST map[host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:44:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:47:33.691615382 +0800 CST 1}]

2023/02/17 17:46:03.738 [I] [controller.go:218]  [{2023-02-17 17:45:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:46:03.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:46:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:49:03.691615382 +0800 CST 1} {2023-02-17 17:45:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:46:03.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:46:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:49:03.691615382 +0800 CST 1}]

2023/02/17 17:47:18.806 [I] [controller.go:218]  [{2023-02-17 17:45:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:46:03.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:47:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:50:18.691615382 +0800 CST 1} {2023-02-17 17:45:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:46:03.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:47:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:50:18.691615382 +0800 CST 1}]

2023/02/17 17:48:33.775 [I] [controller.go:218]  [{2023-02-17 17:45:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:46:03.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:48:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:51:33.691615382 +0800 CST 1} {2023-02-17 17:45:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:46:03.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:48:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:51:33.691615382 +0800 CST 1}]

2023/02/17 17:49:48.732 [I] [controller.go:218]  [{2023-02-17 17:45:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:46:03.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:49:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:52:48.691615382 +0800 CST 1} {2023-02-17 17:45:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:测试] 2023-02-17 17:46:03.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:49:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:52:48.691615382 +0800 CST 1}]

2023/02/17 17:51:03.759 [I] [controller.go:218]  [{2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.10.82 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:51:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:54:03.691615382 +0800 CST 1} {2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.50.165 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:51:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:54:03.691615382 +0800 CST 1}]

2023/02/17 17:52:18.756 [I] [controller.go:218]  [{2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.10.82 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:52:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:55:18.691615382 +0800 CST 1} {2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.50.165 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:52:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:55:18.691615382 +0800 CST 1}]

2023/02/17 17:53:33.719 [I] [controller.go:218]  [{2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.10.82 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:53:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:56:33.691615382 +0800 CST 1} {2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.50.165 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:53:33.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:56:33.691615382 +0800 CST 1}]

2023/02/17 17:54:48.732 [I] [controller.go:218]  [{2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.10.82 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:54:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:57:48.691615382 +0800 CST 1} {2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.50.165 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:54:48.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:57:48.691615382 +0800 CST 1}]

2023/02/17 17:56:03.736 [I] [controller.go:218]  [{2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.50.165 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:56:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:59:03.691615382 +0800 CST 1} {2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.10.82 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:56:03.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 17:59:03.691615382 +0800 CST 1}]

2023/02/17 17:57:18.737 [I] [controller.go:218]  [{2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.10.82 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:57:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 18:00:18.691615382 +0800 CST 1} {2023-02-17 17:50:33.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.50.165 : 1] 2023-02-17 17:51:03.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:57:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 18:00:18.691615382 +0800 CST 1}]

2023/02/17 17:59:18.725 [I] [controller.go:218]  [{2023-02-17 17:58:48.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.10.82 : 1] 2023-02-17 17:59:18.691615382 +0800 CST map[alertname:test host_name:rabbitmq instance:192.168.10.82 job:rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:59:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 18:02:18.691615382 +0800 CST 1} {2023-02-17 17:58:48.691615382 +0800 CST map[description:测试 prom_id:1 rule_id:7 summary:192.168.50.165 : 1] 2023-02-17 17:59:18.691615382 +0800 CST map[alertname:test host_name:wechat-rabbitmq instance:192.168.50.165 job:wechat-rabbitmq level:warning prometheus_cluster:prod] 2023-02-17 17:59:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 18:02:18.691615382 +0800 CST 1}]

2023/02/17 17:59:18.771 [I] [controller.go:218]  [{2023-02-17 17:58:48.691615382 +0800 CST map[description: prom_id:1 rule_id:8 summary:172.20.4.33 down， 当前值 1] 2023-02-17 17:59:18.691615382 +0800 CST map[alertname:test app:action-data-db-cluster02-redis host_name:action-data-db-cluster02-redis001 instance:172.20.4.33 job:node_exporter level:warning prometheus_cluster:prod] 2023-02-17 17:59:18.691615382 +0800 CST 0001-01-01 00:00:00 +0000 UTC 2 2023-02-17 18:02:18.691615382 +0800 CST 1}]

